 i-sweep         i(Vin)          i(Vout)         i(Vbias)        i(v1)           i(v2)           i(vout1)        v(vbp)          v(vcn)         
 3.12000000e-07  3.12000000e-07  3.20319813e-07  5.03091191e-06  4.98470840e-06  5.30502626e-06  3.24705173e-07  6.70251413e-01  7.33817410e-01 
 3.13000000e-07  3.13000000e-07  3.21262647e-07  5.03091173e-06  4.98471970e-06  5.30598041e-06  3.25658496e-07  6.70251416e-01  7.33817408e-01 
 3.14000000e-07  3.14000000e-07  3.22205452e-07  5.03091186e-06  4.98473135e-06  5.30693484e-06  3.26611825e-07  6.70251414e-01  7.33817407e-01 
 3.15000000e-07  3.15000000e-07  3.23148271e-07  5.03091183e-06  4.98474278e-06  5.30788910e-06  3.27565126e-07  6.70251414e-01  7.33817408e-01 
 3.16000000e-07  3.16000000e-07  3.24091104e-07  5.03091192e-06  4.98475430e-06  5.30884346e-06  3.28518447e-07  6.70251413e-01  7.33817409e-01 
 3.17000000e-07  3.17000000e-07  3.25033945e-07  5.03091183e-06  4.98476563e-06  5.30979762e-06  3.29471779e-07  6.70251414e-01  7.33817409e-01 
 3.18000000e-07  3.18000000e-07  3.25976842e-07  5.03091186e-06  4.98477702e-06  5.31075191e-06  3.30425158e-07  6.70251414e-01  7.33817407e-01 
 3.19000000e-07  3.19000000e-07  3.26919725e-07  5.03091189e-06  4.98478838e-06  5.31170614e-06  3.31378492e-07  6.70251414e-01  7.33817409e-01 
 3.20000000e-07  3.20000000e-07  3.27862615e-07  5.03091198e-06  4.98479978e-06  5.31266043e-06  3.32331864e-07  6.70251412e-01  7.33817411e-01 
 3.21000000e-07  3.21000000e-07  3.28805569e-07  5.03091176e-06  4.98481079e-06  5.31361440e-06  3.33285257e-07  6.70251415e-01  7.33817407e-01 
 3.22000000e-07  3.22000000e-07  3.29748488e-07  5.03091177e-06  4.98482205e-06  5.31456858e-06  3.34238627e-07  6.70251415e-01  7.33817409e-01 
 3.23000000e-07  3.23000000e-07  3.30691449e-07  5.03091196e-06  4.98483342e-06  5.31552291e-06  3.35192030e-07  6.70251412e-01  7.33817409e-01 
 3.24000000e-07  3.24000000e-07  3.31634446e-07  5.03091178e-06  4.98484437e-06  5.31647686e-06  3.36145438e-07  6.70251415e-01  7.33817408e-01 
 3.25000000e-07  3.25000000e-07  3.32577365e-07  5.03091183e-06  4.98485559e-06  5.31743103e-06  3.37098800e-07  6.70251414e-01  7.33817408e-01 
 3.26000000e-07  3.26000000e-07  3.33520376e-07  5.03091191e-06  4.98486676e-06  5.31838518e-06  3.38052228e-07  6.70251413e-01  7.33817409e-01 
 3.27000000e-07  3.27000000e-07  3.34463387e-07  5.03091194e-06  4.98487786e-06  5.31933929e-06  3.39005639e-07  6.70251413e-01  7.33817410e-01 
 3.28000000e-07  3.28000000e-07  3.35406376e-07  5.03091191e-06  4.98488888e-06  5.32029330e-06  3.39959047e-07  6.70251413e-01  7.33817409e-01 
 3.29000000e-07  3.29000000e-07  3.36349444e-07  5.03091187e-06  4.98489982e-06  5.32124732e-06  3.40912517e-07  6.70251414e-01  7.33817409e-01 
 3.30000000e-07  3.30000000e-07  3.37292484e-07  5.03091193e-06  4.98491086e-06  5.32220139e-06  3.41865929e-07  6.70251413e-01  7.33817409e-01 
 3.31000000e-07  3.31000000e-07  3.38235544e-07  5.03091181e-06  4.98492168e-06  5.32315527e-06  3.42819372e-07  6.70251415e-01  7.33817408e-01 
 3.32000000e-07  3.32000000e-07  3.39178612e-07  5.03091176e-06  4.98493253e-06  5.32410920e-06  3.43772814e-07  6.70251415e-01  7.33817407e-01 
 3.33000000e-07  3.33000000e-07  3.40121673e-07  5.03091188e-06  4.98494354e-06  5.32506327e-06  3.44726244e-07  6.70251414e-01  7.33817409e-01 
 3.34000000e-07  3.34000000e-07  3.41064784e-07  5.03091181e-06  4.98495432e-06  5.32601714e-06  3.45679721e-07  6.70251415e-01  7.33817406e-01 
 3.35000000e-07  3.35000000e-07  3.42007922e-07  5.03091186e-06  4.98496515e-06  5.32697112e-06  3.46633189e-07  6.70251414e-01  7.33817409e-01 
 3.36000000e-07  3.36000000e-07  3.42951040e-07  5.03091198e-06  4.98497605e-06  5.32792515e-06  3.47586665e-07  6.70251412e-01  7.33817408e-01 
 3.37000000e-07  3.37000000e-07  3.43894150e-07  5.03091185e-06  4.98498669e-06  5.32887889e-06  3.48540101e-07  6.70251414e-01  7.33817409e-01 
 3.38000000e-07  3.38000000e-07  3.44837332e-07  5.03091185e-06  4.98499739e-06  5.32983276e-06  3.49493616e-07  6.70251414e-01  7.33817408e-01 
 3.39000000e-07  3.39000000e-07  3.45780443e-07  5.03091190e-06  4.98500815e-06  5.33078665e-06  3.50447058e-07  6.70251413e-01  7.33817409e-01 
 3.40000000e-07  3.40000000e-07  3.46723603e-07  5.03091186e-06  4.98501878e-06  5.33174044e-06  3.51400523e-07  6.70251414e-01  7.33817409e-01 
 3.41000000e-07  3.41000000e-07  3.47666820e-07  5.03091192e-06  4.98502945e-06  5.33269431e-06  3.52354067e-07  6.70251413e-01  7.33817408e-01 
 3.42000000e-07  3.42000000e-07  3.48609959e-07  5.03091194e-06  4.98504009e-06  5.33364811e-06  3.53307514e-07  6.70251413e-01  7.33817409e-01 
 3.43000000e-07  3.43000000e-07  3.49553197e-07  5.03091180e-06  4.98505050e-06  5.33460173e-06  3.54261028e-07  6.70251415e-01  7.33817408e-01 
 3.44000000e-07  3.44000000e-07  3.50496379e-07  5.03091186e-06  4.98506110e-06  5.33555556e-06  3.55214494e-07  6.70251414e-01  7.33817408e-01 
 3.45000000e-07  3.45000000e-07  3.51439596e-07  5.03091198e-06  4.98507174e-06  5.33650940e-06  3.56168001e-07  6.70251412e-01  7.33817410e-01 
 3.46000000e-07  3.46000000e-07  3.52382813e-07  5.03091180e-06  4.98508204e-06  5.33746293e-06  3.57121490e-07  6.70251415e-01  7.33817408e-01 
 3.47000000e-07  3.47000000e-07  3.53326087e-07  5.03091180e-06  4.98509248e-06  5.33841663e-06  3.58075013e-07  6.70251415e-01  7.33817408e-01 
 3.48000000e-07  3.48000000e-07  3.54269353e-07  5.03091197e-06  4.98510305e-06  5.33937046e-06  3.59028541e-07  6.70251412e-01  7.33817411e-01 
 3.49000000e-07  3.49000000e-07  3.55212570e-07  5.03091178e-06  4.98511329e-06  5.34032393e-06  3.59982027e-07  6.70251415e-01  7.33817406e-01 
 3.50000000e-07  3.50000000e-07  3.56155873e-07  5.03091182e-06  4.98512366e-06  5.34127760e-06  3.60935561e-07  6.70251415e-01  7.33817408e-01 
 3.51000000e-07  3.51000000e-07  3.57099147e-07  5.03091192e-06  4.98513411e-06  5.34223132e-06  3.61889085e-07  6.70251413e-01  7.33817410e-01 
 3.52000000e-07  3.52000000e-07  3.58042406e-07  5.03091176e-06  4.98514429e-06  5.34318475e-06  3.62842581e-07  6.70251415e-01  7.33817406e-01 
 3.53000000e-07  3.53000000e-07  3.58985702e-07  5.03091184e-06  4.98515463e-06  5.34413839e-06  3.63796108e-07  6.70251414e-01  7.33817408e-01 
 3.54000000e-07  3.54000000e-07  3.59929025e-07  5.03091199e-06  4.98516502e-06  5.34509210e-06  3.64749627e-07  6.70251412e-01  7.33817408e-01 
 3.55000000e-07  3.55000000e-07  3.60872271e-07  5.03091188e-06  4.98517517e-06  5.34604551e-06  3.65703093e-07  6.70251414e-01  7.33817409e-01 
 3.56000000e-07  3.56000000e-07  3.61815616e-07  5.03091196e-06  4.98518544e-06  5.34699911e-06  3.66656645e-07  6.70251412e-01  7.33817408e-01 
 3.57000000e-07  3.57000000e-07  3.62758954e-07  5.03091173e-06  4.98519535e-06  5.34795238e-06  3.67610189e-07  6.70251416e-01  7.33817408e-01 
 3.58000000e-07  3.58000000e-07  3.63702299e-07  5.03091182e-06  4.98520559e-06  5.34890595e-06  3.68563707e-07  6.70251415e-01  7.33817408e-01 
 3.59000000e-07  3.59000000e-07  3.64645622e-07  5.03091185e-06  4.98521573e-06  5.34985942e-06  3.69517221e-07  6.70251414e-01  7.33817409e-01 
 3.60000000e-07  3.60000000e-07  3.65588996e-07  5.03091189e-06  4.98522584e-06  5.35081289e-06  3.70470782e-07  6.70251414e-01  7.33817409e-01 
 3.61000000e-07  3.61000000e-07  3.66532298e-07  5.03091198e-06  4.98523603e-06  5.35176640e-06  3.71424249e-07  6.70251412e-01  7.33817411e-01 
 3.62000000e-07  3.62000000e-07  3.67475664e-07  5.03091184e-06  4.98524594e-06  5.35271966e-06  3.72377790e-07  6.70251414e-01  7.33817407e-01 
 3.63000000e-07  3.63000000e-07  3.68419037e-07  5.03091176e-06  4.98525583e-06  5.35367294e-06  3.73331311e-07  6.70251415e-01  7.33817407e-01 
 3.64000000e-07  3.64000000e-07  3.69362418e-07  5.03091177e-06  4.98526583e-06  5.35462632e-06  3.74284853e-07  6.70251415e-01  7.33817407e-01 
 3.65000000e-07  3.65000000e-07  3.70305827e-07  5.03091198e-06  4.98527598e-06  5.35557986e-06  3.75238387e-07  6.70251412e-01  7.33817411e-01 
 3.66000000e-07  3.66000000e-07  3.71249193e-07  5.03091182e-06  4.98528576e-06  5.35653301e-06  3.76191904e-07  6.70251415e-01  7.33817407e-01 
 3.67000000e-07  3.67000000e-07  3.72192559e-07  5.03091181e-06  4.98529566e-06  5.35748629e-06  3.77145407e-07  6.70251415e-01  7.33817409e-01 
 3.68000000e-07  3.68000000e-07  3.73135975e-07  5.03091185e-06  4.98530555e-06  5.35843960e-06  3.78098941e-07  6.70251414e-01  7.33817407e-01 
 3.69000000e-07  3.69000000e-07  3.74079377e-07  5.03091196e-06  4.98531551e-06  5.35939296e-06  3.79052458e-07  6.70251413e-01  7.33817410e-01 
 3.70000000e-07  3.70000000e-07  3.75022779e-07  5.03091188e-06  4.98532526e-06  5.36034611e-06  3.80005970e-07  6.70251414e-01  7.33817407e-01 
 3.71000000e-07  3.71000000e-07  3.75966167e-07  5.03091194e-06  4.98533513e-06  5.36129937e-06  3.80959474e-07  6.70251413e-01  7.33817410e-01 
 3.72000000e-07  3.72000000e-07  3.76909590e-07  5.03091189e-06  4.98534485e-06  5.36225251e-06  3.81912992e-07  6.70251413e-01  7.33817408e-01 
 3.73000000e-07  3.73000000e-07  3.77853063e-07  5.03091190e-06  4.98535459e-06  5.36320570e-06  3.82866549e-07  6.70251413e-01  7.33817409e-01 
 3.74000000e-07  3.74000000e-07  3.78796450e-07  5.03091197e-06  4.98536440e-06  5.36415891e-06  3.83820036e-07  6.70251412e-01  7.33817410e-01 
 3.75000000e-07  3.75000000e-07  3.79739902e-07  5.03091176e-06  4.98537388e-06  5.36511184e-06  3.84773562e-07  6.70251415e-01  7.33817409e-01 
 3.76000000e-07  3.76000000e-07  3.80683318e-07  5.03091188e-06  4.98538370e-06  5.36606508e-06  3.85727045e-07  6.70251414e-01  7.33817408e-01 
 3.77000000e-07  3.77000000e-07  3.81626791e-07  5.03091178e-06  4.98539320e-06  5.36701805e-06  3.86680585e-07  6.70251415e-01  7.33817408e-01 
 3.78000000e-07  3.78000000e-07  3.82570200e-07  5.03091189e-06  4.98540297e-06  5.36797122e-06  3.87634064e-07  6.70251414e-01  7.33817409e-01 
 3.79000000e-07  3.79000000e-07  3.83513637e-07  5.03091193e-06  4.98541261e-06  5.36892432e-06  3.88587540e-07  6.70251413e-01  7.33817410e-01 
 3.80000000e-07  3.80000000e-07  3.84457117e-07  5.03091178e-06  4.98542202e-06  5.36987719e-06  3.89541068e-07  6.70251415e-01  7.33817406e-01 
 3.81000000e-07  3.81000000e-07  3.85400540e-07  5.03091181e-06  4.98543162e-06  5.37083022e-06  3.90494545e-07  6.70251415e-01  7.33817407e-01 
 3.82000000e-07  3.82000000e-07  3.86344034e-07  5.03091185e-06  4.98544114e-06  5.37178325e-06  3.91448075e-07  6.70251414e-01  7.33817410e-01 
 3.83000000e-07  3.83000000e-07  3.87287493e-07  5.03091198e-06  4.98545077e-06  5.37273634e-06  3.92401542e-07  6.70251412e-01  7.33817411e-01 
 3.84000000e-07  3.84000000e-07  3.88230937e-07  5.03091183e-06  4.98546012e-06  5.37368912e-06  3.93355021e-07  6.70251414e-01  7.33817408e-01 
 3.85000000e-07  3.85000000e-07  3.89174417e-07  5.03091183e-06  4.98546956e-06  5.37464204e-06  3.94308517e-07  6.70251414e-01  7.33817408e-01 
 3.86000000e-07  3.86000000e-07  3.90117904e-07  5.03091187e-06  4.98547903e-06  5.37559499e-06  3.95261998e-07  6.70251414e-01  7.33817409e-01 
 3.87000000e-07  3.87000000e-07  3.91061356e-07  5.03091187e-06  4.98548844e-06  5.37654788e-06  3.96215452e-07  6.70251414e-01  7.33817410e-01 
 3.88000000e-07  3.88000000e-07  3.92004843e-07  5.03091198e-06  4.98549792e-06  5.37750083e-06  3.97168940e-07  6.70251412e-01  7.33817408e-01 
 3.89000000e-07  3.89000000e-07  3.92948316e-07  5.03091184e-06  4.98550715e-06  5.37845354e-06  3.98122412e-07  6.70251414e-01  7.33817408e-01 
 3.90000000e-07  3.90000000e-07  3.93891796e-07  5.03091190e-06  4.98551655e-06  5.37940642e-06  3.99075869e-07  6.70251413e-01  7.33817409e-01 
 3.91000000e-07  3.91000000e-07  3.94835276e-07  5.03091181e-06  4.98552576e-06  5.38035911e-06  4.00029327e-07  6.70251415e-01  7.33817409e-01 
 3.92000000e-07  3.92000000e-07  3.95778791e-07  5.03091192e-06  4.98553516e-06  5.38131201e-06  4.00982812e-07  6.70251413e-01  7.33817409e-01 
 3.93000000e-07  3.93000000e-07  3.96722221e-07  5.03091176e-06  4.98554428e-06  5.38226458e-06  4.01936209e-07  6.70251415e-01  7.33817407e-01 
 3.94000000e-07  3.94000000e-07  3.97665744e-07  5.03091175e-06  4.98555350e-06  5.38321732e-06  4.02889677e-07  6.70251416e-01  7.33817407e-01 
 3.95000000e-07  3.95000000e-07  3.98609238e-07  5.03091189e-06  4.98556285e-06  5.38417016e-06  4.03843128e-07  6.70251413e-01  7.33817409e-01 
 3.96000000e-07  3.96000000e-07  3.99552754e-07  5.03091173e-06  4.98557188e-06  5.38512271e-06  4.04796579e-07  6.70251416e-01  7.33817408e-01 
 3.97000000e-07  3.97000000e-07  4.00496198e-07  5.03091185e-06  4.98558119e-06  5.38607548e-06  4.05749971e-07  6.70251414e-01  7.33817408e-01 
 3.98000000e-07  3.98000000e-07  4.01439706e-07  5.03091197e-06  4.98559047e-06  5.38702825e-06  4.06703427e-07  6.70251412e-01  7.33817409e-01 
 3.99000000e-07  3.99000000e-07  4.02383186e-07  5.03091182e-06  4.98559945e-06  5.38798072e-06  4.07656837e-07  6.70251415e-01  7.33817409e-01 
 4.00000000e-07  4.00000000e-07  4.03326695e-07  5.03091189e-06  4.98560861e-06  5.38893338e-06  4.08610256e-07  6.70251413e-01  7.33817409e-01 
 4.01000000e-07  4.01000000e-07  4.04270168e-07  5.03091194e-06  4.98561779e-06  5.38988603e-06  4.09563652e-07  6.70251413e-01  7.33817409e-01 
 4.02000000e-07  4.02000000e-07  4.05213662e-07  5.03091181e-06  4.98562672e-06  5.39083846e-06  4.10517053e-07  6.70251415e-01  7.33817408e-01 
 4.03000000e-07  4.03000000e-07  4.06157191e-07  5.03091190e-06  4.98563583e-06  5.39179109e-06  4.11470481e-07  6.70251413e-01  7.33817409e-01 
 4.04000000e-07  4.04000000e-07  4.07100664e-07  5.03091181e-06  4.98564476e-06  5.39274350e-06  4.12423862e-07  6.70251415e-01  7.33817408e-01 
 4.05000000e-07  4.05000000e-07  4.08044180e-07  5.03091185e-06  4.98565380e-06  5.39369604e-06  4.13377258e-07  6.70251414e-01  7.33817408e-01 
 4.06000000e-07  4.06000000e-07  4.08987660e-07  5.03091198e-06  4.98566291e-06  5.39464864e-06  4.14330624e-07  6.70251412e-01  7.33817410e-01 
 4.07000000e-07  4.07000000e-07  4.09931161e-07  5.03091183e-06  4.98567172e-06  5.39560095e-06  4.15284010e-07  6.70251414e-01  7.33817409e-01 
 4.08000000e-07  4.08000000e-07  4.10874669e-07  5.03091178e-06  4.98568058e-06  5.39655333e-06  4.16237392e-07  6.70251415e-01  7.33817408e-01 
 4.09000000e-07  4.09000000e-07  4.11818164e-07  5.03091190e-06  4.98568961e-06  5.39750586e-06  4.17190740e-07  6.70251413e-01  7.33817409e-01 
 4.10000000e-07  4.10000000e-07  4.12761622e-07  5.03091173e-06  4.98569838e-06  5.39845808e-06  4.18144079e-07  6.70251416e-01  7.33817407e-01 
 4.11000000e-07  4.11000000e-07  4.13705152e-07  5.03091176e-06  4.98570726e-06  5.39941048e-06  4.19097460e-07  6.70251416e-01  7.33817406e-01 
 4.12000000e-07  4.12000000e-07  4.14648625e-07  5.03091197e-06  4.98571632e-06  5.40036302e-06  4.20050783e-07  6.70251412e-01  7.33817410e-01 
 4.13000000e-07  4.13000000e-07  4.15592154e-07  5.03091175e-06  4.98572491e-06  5.40131513e-06  4.21004144e-07  6.70251416e-01  7.33817408e-01 
 4.14000000e-07  4.14000000e-07  4.16535599e-07  5.03091189e-06  4.98573387e-06  5.40226756e-06  4.21957430e-07  6.70251414e-01  7.33817408e-01 
 4.15000000e-07  4.15000000e-07  4.17479121e-07  5.03091188e-06  4.98574263e-06  5.40321983e-06  4.22910800e-07  6.70251414e-01  7.33817409e-01 
 4.16000000e-07  4.16000000e-07  4.18422594e-07  5.03091194e-06  4.98575149e-06  5.40417216e-06  4.23864091e-07  6.70251413e-01  7.33817409e-01 
 4.17000000e-07  4.17000000e-07  4.19366103e-07  5.03091180e-06  4.98576006e-06  5.40512424e-06  4.24817419e-07  6.70251415e-01  7.33817409e-01 
 4.18000000e-07  4.18000000e-07  4.20309590e-07  5.03091178e-06  4.98576878e-06  5.40607645e-06  4.25770719e-07  6.70251415e-01  7.33817406e-01 
 4.19000000e-07  4.19000000e-07  4.21253056e-07  5.03091189e-06  4.98577760e-06  5.40702873e-06  4.26723989e-07  6.70251414e-01  7.33817409e-01 
 4.20000000e-07  4.20000000e-07  4.22196557e-07  5.03091179e-06  4.98578618e-06  5.40798082e-06  4.27677294e-07  6.70251415e-01  7.33817408e-01 
 4.21000000e-07  4.21000000e-07  4.23140015e-07  5.03091176e-06  4.98579484e-06  5.40893293e-06  4.28630546e-07  6.70251415e-01  7.33817407e-01 
 4.22000000e-07  4.22000000e-07  4.24083517e-07  5.03091182e-06  4.98580352e-06  5.40988511e-06  4.29583837e-07  6.70251414e-01  7.33817408e-01 
 4.23000000e-07  4.23000000e-07  4.25026990e-07  5.03091194e-06  4.98581227e-06  5.41083733e-06  4.30537095e-07  6.70251413e-01  7.33817410e-01 
 4.24000000e-07  4.24000000e-07  4.25970441e-07  5.03091173e-06  4.98582066e-06  5.41178919e-06  4.31490336e-07  6.70251416e-01  7.33817407e-01 
 4.25000000e-07  4.25000000e-07  4.26913942e-07  5.03091192e-06  4.98582944e-06  5.41274147e-06  4.32443598e-07  6.70251413e-01  7.33817408e-01 
 4.26000000e-07  4.26000000e-07  4.27857429e-07  5.03091179e-06  4.98583785e-06  5.41369335e-06  4.33396855e-07  6.70251415e-01  7.33817408e-01 
 4.27000000e-07  4.27000000e-07  4.28800867e-07  5.03091190e-06  4.98584653e-06  5.41464548e-06  4.34350062e-07  6.70251413e-01  7.33817408e-01 
 4.28000000e-07  4.28000000e-07  4.29744325e-07  5.03091190e-06  4.98585507e-06  5.41559748e-06  4.35303278e-07  6.70251413e-01  7.33817409e-01 
 4.29000000e-07  4.29000000e-07  4.30687784e-07  5.03091196e-06  4.98586363e-06  5.41654950e-06  4.36256489e-07  6.70251412e-01  7.33817410e-01 
 4.30000000e-07  4.30000000e-07  4.31631250e-07  5.03091185e-06  4.98587200e-06  5.41750134e-06  4.37209707e-07  6.70251414e-01  7.33817409e-01 
 4.31000000e-07  4.31000000e-07  4.32574701e-07  5.03091191e-06  4.98588054e-06  5.41845333e-06  4.38162900e-07  6.70251413e-01  7.33817408e-01 
 4.32000000e-07  4.32000000e-07  4.33518146e-07  5.03091184e-06  4.98588891e-06  5.41940515e-06  4.39116058e-07  6.70251414e-01  7.33817409e-01 
 4.33000000e-07  4.33000000e-07  4.34461612e-07  5.03091196e-06  4.98589745e-06  5.42035716e-06  4.40069254e-07  6.70251412e-01  7.33817409e-01 
 4.34000000e-07  4.34000000e-07  4.35405070e-07  5.03091184e-06  4.98590573e-06  5.42130890e-06  4.41022432e-07  6.70251414e-01  7.33817409e-01 
 4.35000000e-07  4.35000000e-07  4.36348500e-07  5.03091176e-06  4.98591407e-06  5.42226066e-06  4.41975592e-07  6.70251415e-01  7.33817407e-01 
 4.36000000e-07  4.36000000e-07  4.37291945e-07  5.03091186e-06  4.98592254e-06  5.42321257e-06  4.42928746e-07  6.70251414e-01  7.33817408e-01 
 4.37000000e-07  4.37000000e-07  4.38235389e-07  5.03091182e-06  4.98593085e-06  5.42416433e-06  4.43881897e-07  6.70251415e-01  7.33817408e-01 
 4.38000000e-07  4.38000000e-07  4.39178805e-07  5.03091194e-06  4.98593931e-06  5.42511621e-06  4.44835004e-07  6.70251413e-01  7.33817408e-01 
 4.39000000e-07  4.39000000e-07  4.40122243e-07  5.03091182e-06  4.98594751e-06  5.42606784e-06  4.45788139e-07  6.70251415e-01  7.33817407e-01 
 4.40000000e-07  4.40000000e-07  4.41065659e-07  5.03091184e-06  4.98595583e-06  5.42701957e-06  4.46741249e-07  6.70251414e-01  7.33817409e-01 
 4.41000000e-07  4.41000000e-07  4.42009075e-07  5.03091193e-06  4.98596421e-06  5.42797136e-06  4.47694342e-07  6.70251413e-01  7.33817408e-01 
 4.42000000e-07  4.42000000e-07  4.42952491e-07  5.03091186e-06  4.98597240e-06  5.42892297e-06  4.48647427e-07  6.70251414e-01  7.33817408e-01 
 4.43000000e-07  4.43000000e-07  4.43895935e-07  5.03091195e-06  4.98598070e-06  5.42987472e-06  4.49600547e-07  6.70251413e-01  7.33817410e-01 
 4.44000000e-07  4.44000000e-07  4.44839294e-07  5.03091174e-06  4.98598875e-06  5.43082615e-06  4.50553563e-07  6.70251416e-01  7.33817409e-01 
 4.45000000e-07  4.45000000e-07  4.45782696e-07  5.03091189e-06  4.98599710e-06  5.43177790e-06  4.51506637e-07  6.70251414e-01  7.33817408e-01 
 4.46000000e-07  4.46000000e-07  4.46726062e-07  5.03091176e-06  4.98600519e-06  5.43272936e-06  4.52459674e-07  6.70251415e-01  7.33817407e-01 
 4.47000000e-07  4.47000000e-07  4.47669485e-07  5.03091182e-06  4.98601341e-06  5.43368100e-06  4.53412715e-07  6.70251415e-01  7.33817407e-01 
 4.48000000e-07  4.48000000e-07  4.48612873e-07  5.03091189e-06  4.98602164e-06  5.43463260e-06  4.54365761e-07  6.70251413e-01  7.33817409e-01 
 4.49000000e-07  4.49000000e-07  4.49556303e-07  5.03091182e-06  4.98602967e-06  5.43558406e-06  4.55318846e-07  6.70251415e-01  7.33817408e-01 
 4.50000000e-07  4.50000000e-07  4.50499641e-07  5.03091190e-06  4.98603789e-06  5.43653562e-06  4.56271785e-07  6.70251413e-01  7.33817409e-01 
 4.51000000e-07  4.51000000e-07  4.51443000e-07  5.03091180e-06  4.98604590e-06  5.43748700e-06  4.57224794e-07  6.70251415e-01  7.33817408e-01 
 4.52000000e-07  4.52000000e-07  4.52386388e-07  5.03091176e-06  4.98605393e-06  5.43843841e-06  4.58177804e-07  6.70251416e-01  7.33817405e-01 
 4.53000000e-07  4.53000000e-07  4.53329761e-07  5.03091186e-06  4.98606209e-06  5.43938995e-06  4.59130773e-07  6.70251414e-01  7.33817409e-01 
 4.54000000e-07  4.54000000e-07  4.54273113e-07  5.03091192e-06  4.98607019e-06  5.44034140e-06  4.60083739e-07  6.70251413e-01  7.33817409e-01 
 4.55000000e-07  4.55000000e-07  4.55216423e-07  5.03091178e-06  4.98607812e-06  5.44129264e-06  4.61036669e-07  6.70251415e-01  7.33817408e-01 
 4.56000000e-07  4.56000000e-07  4.56159810e-07  5.03091181e-06  4.98608615e-06  5.44224404e-06  4.61989660e-07  6.70251415e-01  7.33817408e-01 
 4.57000000e-07  4.57000000e-07  4.57103091e-07  5.03091192e-06  4.98609428e-06  5.44319547e-06  4.62942533e-07  6.70251413e-01  7.33817410e-01 
 4.58000000e-07  4.58000000e-07  4.58046472e-07  5.03091187e-06  4.98610218e-06  5.44414675e-06  4.63895504e-07  6.70251414e-01  7.33817409e-01 
 4.59000000e-07  4.59000000e-07  4.58989781e-07  5.03091190e-06  4.98611020e-06  5.44509806e-06  4.64848390e-07  6.70251413e-01  7.33817410e-01 
 4.60000000e-07  4.60000000e-07  4.59933133e-07  5.03091186e-06  4.98611808e-06  5.44604930e-06  4.65801335e-07  6.70251414e-01  7.33817407e-01 
 4.61000000e-07  4.61000000e-07  4.60876457e-07  5.03091193e-06  4.98612607e-06  5.44700062e-06  4.66754226e-07  6.70251413e-01  7.33817407e-01 
 4.62000000e-07  4.62000000e-07  4.61819717e-07  5.03091180e-06  4.98613388e-06  5.44795169e-06  4.67707057e-07  6.70251415e-01  7.33817408e-01 
 4.63000000e-07  4.63000000e-07  4.62763012e-07  5.03091177e-06  4.98614176e-06  5.44890287e-06  4.68659906e-07  6.70251415e-01  7.33817406e-01 
 4.64000000e-07  4.64000000e-07  4.63706314e-07  5.03091175e-06  4.98614961e-06  5.44985403e-06  4.69612777e-07  6.70251416e-01  7.33817408e-01 
 4.65000000e-07  4.65000000e-07  4.64649638e-07  5.03091190e-06  4.98615761e-06  5.45080534e-06  4.70565645e-07  6.70251413e-01  7.33817409e-01 
 4.66000000e-07  4.66000000e-07  4.65592912e-07  5.03091181e-06  4.98616537e-06  5.45175636e-06  4.71518464e-07  6.70251415e-01  7.33817408e-01 
 4.67000000e-07  4.67000000e-07  4.66536171e-07  5.03091188e-06  4.98617329e-06  5.45270755e-06  4.72471274e-07  6.70251414e-01  7.33817407e-01 
 4.68000000e-07  4.68000000e-07  4.67479445e-07  5.03091185e-06  4.98618108e-06  5.45365861e-06  4.73424081e-07  6.70251414e-01  7.33817408e-01 
 4.69000000e-07  4.69000000e-07  4.68422698e-07  5.03091193e-06  4.98618895e-06  5.45460974e-06  4.74376876e-07  6.70251413e-01  7.33817409e-01 
 4.70000000e-07  4.70000000e-07  4.69365958e-07  5.03091189e-06  4.98619668e-06  5.45556072e-06  4.75329655e-07  6.70251413e-01  7.33817409e-01 
 4.71000000e-07  4.71000000e-07  4.70309224e-07  5.03091191e-06  4.98620444e-06  5.45651177e-06  4.76282431e-07  6.70251413e-01  7.33817408e-01 
 4.72000000e-07  4.72000000e-07  4.71252470e-07  5.03091195e-06  4.98621223e-06  5.45746279e-06  4.77235203e-07  6.70251413e-01  7.33817410e-01 
 4.73000000e-07  4.73000000e-07  4.72195694e-07  5.03091182e-06  4.98621984e-06  5.45841362e-06  4.78187917e-07  6.70251414e-01  7.33817408e-01 
 4.74000000e-07  4.74000000e-07  4.73138911e-07  5.03091200e-06  4.98622775e-06  5.45936476e-06  4.79140661e-07  6.70251412e-01  7.33817409e-01 
 4.75000000e-07  4.75000000e-07  4.74082157e-07  5.03091184e-06  4.98623525e-06  5.46031551e-06  4.80093391e-07  6.70251414e-01  7.33817409e-01 
 4.76000000e-07  4.76000000e-07  4.75025374e-07  5.03091190e-06  4.98624301e-06  5.46126647e-06  4.81046102e-07  6.70251413e-01  7.33817409e-01 
 4.77000000e-07  4.77000000e-07  4.75968562e-07  5.03091182e-06  4.98625062e-06  5.46221727e-06  4.81998790e-07  6.70251415e-01  7.33817408e-01 
 4.78000000e-07  4.78000000e-07  4.76911758e-07  5.03091198e-06  4.98625842e-06  5.46316828e-06  4.82951466e-07  6.70251412e-01  7.33817410e-01 
